epoch,step,train_loss,val_mean_auc
0,49,0.013661627657711506,
0,87,,0.5029515624046326
1,99,0.016396991908550262,
1,149,0.014743465930223465,
1,175,,0.503303587436676
2,199,0.015797153115272522,
2,249,0.014006114564836025,
2,263,,0.503303587436676
3,299,0.015463873744010925,
3,349,0.01414900366216898,
3,351,,0.503303587436676
