epoch,step,train_loss,val_mean_auc
0,49,0.016513392329216003,
0,87,,0.7092387676239014
1,99,0.015832332894206047,
1,149,0.018111824989318848,
1,175,,0.75008225440979
2,199,0.01640634983778,
2,249,0.015197031199932098,
2,263,,0.7850666046142578
3,299,0.01649816706776619,
3,349,0.01515416894108057,
3,351,,0.7859342694282532
4,399,0.01341799646615982,
